Any,Mes,Desc_Mes,Precipitacions,Temperatura mediana
1986,5,Maig,42.1,18.4
1986,6,Juny,11.9,20.4
1986,7,Juliol,29.6,23.7
1986,8,Agost,26.9,23.7
1986,9,Setembre,84.4,21.4
1986,10,Octubre,78.7,17.4
1986,11,Novembre,18.0,12.8
1986,12,Desembre,55.2,9.0
1987,1,Gener,66.8,6.9
1987,2,Febrer,128.5,8.0
1987,3,Març,25.5,9.8
1987,4,Abril,12.8,13.8
1987,5,Maig,48.4,15.1
1987,6,Juny,3.1,19.6
1987,7,Juliol,76.5,23.7
1987,8,Agost,23.1,24.3
1987,9,Setembre,68.4,23.9
1987,10,Octubre,325.4,16.9
1987,11,Novembre,105.1,11.2
1987,12,Desembre,98.7,10.8
1988,1,Gener,143.1,9.5
1988,2,Febrer,0.0,8.6
1988,3,Març,7.8,11.2
1988,4,Abril,75.2,13.1
1988,5,Maig,80.3,16.3
1988,6,Juny,40.1,19.8
1988,7,Juliol,2.0,23.7
1988,8,Agost,28.3,24.3
1988,9,Setembre,75.8,21.2
1988,10,Octubre,56.0,17.8
1988,11,Novembre,152.8,11.8
1988,12,Desembre,0.0,8.8
1989,1,Gener,4.2,8.8
1989,2,Febrer,13.7,10.5
1989,3,Març,31.3,12.4
1989,4,Abril,80.3,11.9
1989,5,Maig,27.3,17.8
1989,6,Juny,29.0,21.2
1989,7,Juliol,3.7,25.0
1989,8,Agost,65.6,24.4
1989,9,Setembre,59.9,20.0
1989,10,Octubre,17.9,17.7
1989,11,Novembre,135.8,12.7
1989,12,Desembre,30.5,11.2
1990,1,Gener,13.7,9.0
1990,2,Febrer,0.0,12.5
1990,3,Març,23.1,12.6
1990,4,Abril,83.3,12.3
1990,5,Maig,72.2,18.1
1990,6,Juny,45.9,20.1
1990,7,Juliol,8.0,24.2
1990,8,Agost,26.6,24.6
1990,9,Setembre,57.7,21.5
1990,10,Octubre,173.7,17.1
1990,11,Novembre,76.0,10.9
1990,12,Desembre,17.9,6.7
1991,1,Gener,41.8,8.1
1991,2,Febrer,69.6,8.0
1991,3,Març,93.8,11.8
1991,4,Abril,41.8,11.5
1991,5,Maig,148.1,14.0
1991,6,Juny,5.6,19.7
1991,7,Juliol,4.8,24.3
1991,8,Agost,67.3,24.6
1991,9,Setembre,39.1,22.0
1991,10,Octubre,74.5,15.1
1991,11,Novembre,64.9,10.9
1991,12,Desembre,168.0,8.5
1992,1,Gener,47.5,7.1
1992,2,Febrer,8.7,8.9
1992,3,Març,26.7,11.0
1992,4,Abril,26.3,13.7
1992,5,Maig,103.1,17.7
1992,6,Juny,162.3,17.6
1992,7,Juliol,61.4,22.5
1992,8,Agost,45.4,24.3
1992,9,Setembre,24.2,20.5
1992,10,Octubre,70.5,14.4
1992,11,Novembre,0.3,13.4
1992,12,Desembre,18.9,9.2
1993,1,Gener,0.0,9.0
1993,2,Febrer,25.2,8.2
1993,3,Març,96.2,10.2
1993,4,Abril,98.5,12.8
1993,5,Maig,25.0,17.0
1993,6,Juny,8.4,21.5
1993,7,Juliol,21.6,22.6
1993,8,Agost,59.1,24.3
1993,9,Setembre,248.1,19.6
1993,10,Octubre,63.2,14.5
1993,11,Novembre,31.3,10.5
1993,12,Desembre,0.0,9.3
1994,1,Gener,15.4,8.4
1994,2,Febrer,48.2,9.5
1994,3,Març,59.0,13.1
1994,4,Abril,42.4,12.3
1994,5,Maig,42.2,17.2
1994,6,Juny,44.6,20.9
1994,7,Juliol,0.3,25.9
1994,8,Agost,4.9,25.7
1994,9,Setembre,272.5,19.7
1994,10,Octubre,156.7,16.1
1994,11,Novembre,49.9,14.0
1994,12,Desembre,9.6,9.7
1995,1,Gener,9.4,8.6
1995,2,Febrer,12.6,11.5
1995,3,Març,7.2,10.9
1995,4,Abril,35.4,14.0
1995,5,Maig,24.5,17.2
1995,6,Juny,30.3,19.6
1995,7,Juliol,4.8,25.0
1995,8,Agost,68.7,23.3
1995,9,Setembre,142.2,18.7
1995,10,Octubre,18.8,18.3
1995,11,Novembre,65.8,12.9
1995,12,Desembre,84.4,10.1
1996,1,Gener,128.0,10.2
1996,2,Febrer,27.6,7.7
1996,3,Març,55.9,9.9
1996,4,Abril,119.5,13.2
1996,5,Maig,68.4,16.2
1996,6,Juny,89.2,21.2
1996,7,Juliol,1.0,23.4
1996,8,Agost,43.4,22.7
1996,9,Setembre,73.4,18.3
1996,10,Octubre,110.9,15.8
1996,11,Novembre,137.1,11.4
1996,12,Desembre,128.0,9.7
1997,1,Gener,152.1,8.7
1997,2,Febrer,0.2,11.4
1997,3,Març,5.2,13.9
1997,4,Abril,62.3,14.1
1997,5,Maig,10.0,17.6
1997,6,Juny,60.7,20.2
1997,7,Juliol,26.3,22.5
1997,8,Agost,24.9,24.6
1997,9,Setembre,26.5,21.7
1997,10,Octubre,32.4,18.9
1997,11,Novembre,52.9,12.6
1997,12,Desembre,118.5,9.3
1998,1,Gener,85.0,8.8
1998,2,Febrer,6.4,11.0
1998,3,Març,8.3,12.2
1998,4,Abril,14.8,12.7
1998,5,Maig,13.6,17.7
1998,6,Juny,9.6,20.9
1998,7,Juliol,4.1,23.7
1998,8,Agost,49.8,24.3
1998,9,Setembre,87.3,20.7
1998,10,Octubre,71.0,15.9
1998,11,Novembre,9.6,10.8
1998,12,Desembre,125.6,8.7
1999,1,Gener,49.0,8.8
1999,2,Febrer,0.4,8.6
1999,3,Març,14.4,11.6
1999,4,Abril,29.0,13.7
1999,5,Maig,35.6,18.6
1999,6,Juny,15.6,20.5
1999,7,Juliol,10.5,23.4
1999,8,Agost,5.3,24.6
1999,9,Setembre,171.7,21.7
1999,10,Octubre,116.1,17.0
1999,11,Novembre,61.6,9.6
1999,12,Desembre,12.2,9.0
2000,1,Gener,26.6,7.7
2000,2,Febrer,1.1,11.4
2000,3,Març,47.5,12.6
2000,4,Abril,80.4,13.3
2000,5,Maig,85.4,18.3
2000,6,Juny,17.2,21.0
2000,7,Juliol,1.9,22.8
2000,8,Agost,13.7,24.5
2000,9,Setembre,56.4,21.0
2000,10,Octubre,61.1,16.0
2000,11,Novembre,13.9,11.3
2000,12,Desembre,63.9,11.0
2001,1,Gener,84.2,9.9
2001,2,Febrer,21.0,10.1
2001,3,Març,17.1,14.8
2001,4,Abril,34.0,13.8
2001,5,Maig,31.9,18.2
2001,6,Juny,3.0,21.9
2001,7,Juliol,80.4,23.7
2001,8,Agost,16.4,25.0
2001,9,Setembre,48.7,19.6
2001,10,Octubre,36.8,19.4
2001,11,Novembre,67.8,10.7
2001,12,Desembre,31.0,6.8
2002,1,Gener,46.3,9.2
2002,2,Febrer,20.3,11.1
2002,3,Març,85.7,12.3
2002,4,Abril,113.6,13.7
2002,5,Maig,122.9,15.5
2002,6,Juny,37.4,22.3
2002,7,Juliol,125.9,22.9
2002,8,Agost,97.7,21.6
2002,9,Setembre,33.6,19.9
2002,10,Octubre,161.9,17.4
2002,11,Novembre,65.7,13.0
2002,12,Desembre,52.5,10.4
2003,1,Gener,24.6,7.9
2003,2,Febrer,154.5,7.1
2003,3,Març,15.8,12.1
2003,4,Abril,16.5,14.0
2003,5,Maig,52.9,18.0
2003,6,Juny,0.0,25.6
2003,7,Juliol,4.3,26.1
2003,8,Agost,31.4,28.5
2003,9,Setembre,97.9,20.8
2003,10,Octubre,150.8,15.2
2003,11,Novembre,16.6,12.7
2003,12,Desembre,36.0,8.8
2004,1,Gener,2.6,9.4
2004,2,Febrer,107.1,8.6
2004,3,Març,68.2,10.0
2004,4,Abril,128.9,12.8
2004,5,Maig,36.6,16.2
2004,6,Juny,14.5,22.4
2004,7,Juliol,32.1,23.5
2004,8,Agost,12.0,25.1
2004,9,Setembre,71.1,21.4
2004,10,Octubre,27.9,18.9
2004,11,Novembre,9.8,11.4
2004,12,Desembre,77.6,9.3
2005,1,Gener,0.0,7.2
2005,2,Febrer,55.6,6.5
2005,3,Març,18.3,10.2
2005,4,Abril,14.1,14.0
2005,5,Maig,33.3,18.8
2005,6,Juny,11.5,23.4
2005,7,Juliol,7.8,24.4
2005,8,Agost,41.7,23.0
2005,9,Setembre,105.6,20.7
2005,10,Octubre,127.1,17.9
2005,11,Novembre,140.3,11.1
2005,12,Desembre,3.1,6.6
2006,1,Gener,150.4,7.4
2006,2,Febrer,19.1,8.5
2006,3,Març,18.2,12.0
2006,4,Abril,7.2,15.1
2006,5,Maig,3.0,18.7
2006,6,Juny,1.5,22.1
2006,7,Juliol,0.1,27.1
2006,8,Agost,43.7,22.8
2006,9,Setembre,154.1,21.6
2006,10,Octubre,37.9,18.8
2006,11,Novembre,1.5,14.6
2006,12,Desembre,37.9,10.0
2007,1,Gener,6.2,9.9
2007,2,Febrer,35.3,11.4
2007,3,Març,19.3,12.1
2007,4,Abril,119.6,15.0
2007,5,Maig,36.3,17.9
2007,6,Juny,0.0,22.0
2007,7,Juliol,0.7,23.6
2007,8,Agost,91.7,22.5
2007,9,Setembre,9.9,20.6
2007,10,Octubre,157.9,16.4
2007,11,Novembre,1.0,11.2
2007,12,Desembre,15.7,8.8
2008,1,Gener,29.8,10.1
2008,2,Febrer,36.5,10.2
2008,3,Març,25.6,10.8
2008,4,Abril,24.3,13.7
2008,5,Maig,120.9,16.6
2008,6,Juny,36.9,20.7
2008,7,Juliol,55.9,23.8
2008,8,Agost,11.8,24.3
2008,9,Setembre,25.8,20.7
2008,10,Octubre,83.2,16.5
2008,11,Novembre,51.6,10.3
2008,12,Desembre,96.8,7.5
2009,1,Gener,68.9,7.2
2009,2,Febrer,41.5,8.7
2009,3,Març,74.1,11.2
2009,4,Abril,88.8,13.1
2009,5,Maig,15.0,18.8
2009,6,Juny,6.8,23.0
2009,7,Juliol,45.0,24.4
2009,8,Agost,0.4,26.3
2009,9,Setembre,29.3,21.5
2009,10,Octubre,103.8,17.9
2009,11,Novembre,4.8,13.5
2009,12,Desembre,45.9,9.0
2010,1,Gener,62.4,6.6
2010,2,Febrer,95.9,8.0
2010,3,Març,76.9,9.6
2010,4,Abril,24.1,14.1
2010,5,Maig,154.1,15.4
2010,6,Juny,35.7,20.3
2010,7,Juliol,13.0,25.7
2010,8,Agost,24.5,24.3
2010,9,Setembre,95.5,20.9
2010,10,Octubre,91.5,16.2
2010,11,Novembre,14.2,11.0
2010,12,Desembre,32.8,8.5
2011,1,Gener,41.6,8.4
2011,2,Febrer,24.4,10.0
2011,3,Març,185.2,10.9
2011,4,Abril,18.4,15.9
2011,5,Maig,89.1,18.3
2011,6,Juny,109.4,19.5
2011,7,Juliol,104.8,21.2
2011,8,Agost,0.8,24.1
2011,9,Setembre,7.3,22.9
2011,10,Octubre,81.4,19.1
2011,11,Novembre,203.1,14.1
2011,12,Desembre,0.0,10.2
2012,1,Gener,4.8,9.4
2012,2,Febrer,11.1,6.8
2012,3,Març,33.0,13.4
2012,4,Abril,83.2,12.6
2012,5,Maig,33.4,17.9
2012,6,Juny,2.9,22.3
2012,7,Juliol,21.9,23.2
2012,8,Agost,17.4,26.0
2012,9,Setembre,81.6,21.4
2012,10,Octubre,145.9,17.3
2012,11,Novembre,38.8,12.7
2012,12,Desembre,5.7,9.9
2013,1,Gener,32.5,9.1
2013,2,Febrer,35.7,7.7
2013,3,Març,137.0,11.2
2013,4,Abril,90.4,13.5
2013,5,Maig,67.4,14.6
2013,6,Juny,19.0,19.5
2013,7,Juliol,14.9,25.6
2013,8,Agost,5.0,24.9
2013,9,Setembre,22.6,22.0
2013,10,Octubre,28.8,19.5
2013,11,Novembre,110.5,12.2
2013,12,Desembre,16.2,10.1
2014,1,Gener,43.0,9.8
2014,2,Febrer,22.8,10.1
2014,3,Març,30.0,12.3
2014,4,Abril,76.5,15.3
2014,5,Maig,50.8,16.2
2014,6,Juny,27.8,21.7
2014,7,Juliol,85.0,22.6
2014,8,Agost,25.1,23.0
2014,9,Setembre,155.6,22.0
2014,10,Octubre,10.2,19.6
2014,11,Novembre,143.0,13.6
2014,12,Desembre,22.6,9.1
2015,1,Gener,13.5,9.1
2015,2,Febrer,11.3,8.2
2015,3,Març,48.0,12.0
2015,4,Abril,12.5,14.8
2015,5,Maig,53.2,19.1
2015,6,Juny,10.8,23.2
2015,7,Juliol,26.2,26.0
2015,8,Agost,41.0,23.5
2015,9,Setembre,60.7,19.7
2015,10,Octubre,29.6,16.7
2015,11,Novembre,38.7,14.3
2015,12,Desembre,0.3,12.6
2016,1,Gener,1.1,10.7
2016,2,Febrer,39.9,11.3
2016,3,Març,44.2,11.1
2016,4,Abril,68.1,13.6
2016,5,Maig,28.7,16.4
2016,6,Juny,19.4,21.6
2016,7,Juliol,16.9,24.9
2016,8,Agost,17.6,24.5
2016,9,Setembre,95.7,22.3
2016,10,Octubre,75.8,17.1
2016,11,Novembre,38.5,12.7
2016,12,Desembre,34.3,11.5
2017,1,Gener,32.0,7.9
2017,2,Febrer,31.2,11.4
2017,3,Març,136.4,13.3
2017,4,Abril,48.1,14.2
2017,5,Maig,20.4,18.3
2017,6,Juny,25.9,23.6
2017,7,Juliol,7.2,24.2
2017,8,Agost,17.4,24.5
2017,9,Setembre,53.3,19.5
2017,10,Octubre,128.2,18.6
2017,11,Novembre,15.2,12.5
2017,12,Desembre,3.1,8.5
2018,1,Gener,63.6,10.5
2018,2,Febrer,104.6,6.7
2018,3,Març,112.5,10.8
2018,4,Abril,83.0,14.7
2018,5,Maig,30.3,17.1
2018,6,Juny,53.1,21.5
2018,7,Juliol,51.5,25.3
2018,8,Agost,36.5,25.8
2018,9,Setembre,44.4,22.5
2018,10,Octubre,201.9,17.0
2018,11,Novembre,201.8,12.4
2018,12,Desembre,4.8,11.1
2019,1,Gener,18.2,8.1
2019,2,Febrer,4.6,11.9
2019,3,Març,0.3,13.5
2019,4,Abril,36.2,13.4
2019,5,Maig,109,15.6
2019,6,Juny,19.3,21.9
2019,7,Juliol,75.8,25.4
2019,8,Agost,23.1,25.1
2019,9,Setembre,71.5,21.8
2019,10,Octubre,83.2,18.5
2019,11,Novembre,39.4,11.9
2019,12,Desembre,119.2,11.2
2020,1,Gener,89.3,10.0
2020,2,Febrer,2.8,12.8
2020,3,Març,61.6,11.9
2020,4,Abril,258.7,14.3
2020,5,Maig,29.2,19.4
2020,6,Juny,69.1,20.1
2020,7,Juliol,23.1,25
2020,8,Agost,12.4,25.5
2020,9,Setembre,60.2,21.7
2020,10,Octubre,23.1,16.4
2020,11,Novembre,52.5,14.7
2020,12,Desembre,41.5,9.3
2021,1,Gener,26.2,7.7
2021,2,Febrer,26.5,11.6
2021,3,Març,7.7,12.1
2021,4,Abril,62.7,12.9
2021,5,Maig,13.4,17.3
2021,6,Juny,7.8,23.3
2021,7,Juliol,9.0,24.8
2021,8,Agost,8.3,24.5
2021,9,Setembre,23.3,23.0
2021,10,Octubre,63.0,18.1
2021,11,Novembre,75.9,11.3
2021,12,Desembre,3.8,10.9
2022,1,Gener,12.3,10.2
2022,2,Febrer,1.9,11.8
2022,3,Març,89.5,10.8
2022,4,Abril,38.9,14.1
2022,5,Maig,20.0,20.7
2022,6,Juny,9.5,24.7
2022,7,Juliol,2.7,26.7
2022,8,Agost,67.9,27.2
2022,9,Setembre,13.1,22.5
2022,10,Octubre,11.3,20.7
2022,11,Novembre,7.6,15.2
2022,12,Desembre,33,12.6
